mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,subsample,reg_lambda,reg_alpha,n_estimators,min_child_weight,max_depth,learning_rate,gamma,colsample_bytree,split3_test_score,split4_test_score
3.1198666095733643,0.0243267935563624,0.0915370782216389,0.0031642899706614,1.0,0.1,10.0,850,10,6,0.1,0.3,0.8,-1585820160.0,-602761984.0,-603819584.0,-930800576.0,463168990.9000744,13,1.0,0.1,10.0,850,10,6,0.1,0.3,0.8,,
37.52502950032552,1.5369159354131685,0.1614856719970703,0.0100531934697931,0.8,0.1,0.0,600,1,14,0.05,0.5,0.8,-1656428032.0,-704534976.0,-630419712.0,-997127573.3333334,467176689.7638089,79,0.8,0.1,0.0,600,1,14,0.05,0.5,0.8,,
15.815255244572958,0.3418957537606604,0.1029295921325683,0.0088555996406404,1.0,10.0,1.0,300,1,13,0.01,0.3,0.8,-1831037440.0,-827713344.0,-770072960.0,-1142941248.0,487126185.2611309,96,1.0,10.0,1.0,300,1,13,0.01,0.3,0.8,,
10.137725114822388,0.518621554904795,0.1047096252441406,0.0062902263067805,0.6,1.0,10.0,700,10,13,0.1,0.2,0.7,-1596547328.0,-641305728.0,-657366080.0,-965073045.3333334,446567882.8417369,56,0.6,1.0,10.0,700,10,13,0.1,0.2,0.7,,
1.7281136512756348,0.1112569970536634,0.061301310857137,0.0059246774468713,0.6,1.0,0.1,100,1,10,0.07,0.0,0.8,-1629761792.0,-704881152.0,-684895296.0,-1006512746.6666666,440779149.5308406,85,0.6,1.0,0.1,100,1,10,0.07,0.0,0.8,,
5.243994951248169,0.0445018231151754,0.0860084692637125,0.0054930420590376,1.0,1.0,0.02,900,10,8,0.01,0.2,0.6,-1626455424.0,-631030208.0,-627530816.0,-961672149.3333334,470074932.4263775,52,1.0,1.0,0.02,900,10,8,0.01,0.2,0.6,,
15.930694103240969,0.0920056215313874,0.1079407533009847,0.0043519727802341,0.6,0.0,1.0,400,10,14,0.01,0.2,0.7,-1674395520.0,-671322176.0,-634470976.0,-993396224.0,481774175.0375942,76,0.6,0.0,1.0,400,10,14,0.01,0.2,0.7,,
2.9637747605641684,0.0329654819149663,0.0673730373382568,0.0080576601964296,0.7,0.0,0.0,150,10,12,0.05,0.0,0.7,-1617197312.0,-629483328.0,-627363008.0,-958014549.3333334,466113405.2902218,47,0.7,0.0,0.0,150,10,12,0.05,0.0,0.7,,
25.463004509607952,0.3283976699764134,0.137074867884318,0.0108975920422384,1.0,0.1,0.02,650,10,14,0.01,0.1,0.8,-1630888320.0,-633363520.0,-624106816.0,-962786218.6666666,472434640.9799262,55,1.0,0.1,0.02,650,10,14,0.01,0.1,0.8,,
10.770652055740356,0.28489304142622207,0.07633738517761231,0.005523667711726431,0.9,0.0,0.1,450,5,11,0.01,0.1,0.7,-539123776.0,-2527996928.0,-534715296.0,-941051180.8,793662561.7853578,27,0.9,0.0,0.1,450,5,11,0.01,0.1,0.7,-526443072.0,-576976832.0
6.45358452796936,0.25036864609596027,0.06604881286621093,0.006625647813219627,1.0,0.1,10.0,400,10,12,0.05,0.3,0.7,-519083680.0,-2449875968.0,-525944640.0,-907619321.6,771200432.670714,10,1.0,0.1,10.0,400,10,12,0.05,0.3,0.7,-505291200.0,-537901120.0
2.842387247085571,0.08556284421134333,0.05687880516052246,0.0020459616390077085,0.7,0.1,0.0,300,10,10,0.07,0.0,0.7,-532662720.0,-2479384832.0,-521675456.0,-924006809.6,777752692.6810374,17,0.7,0.1,0.0,300,10,10,0.07,0.0,0.7,-533686144.0,-552624896.0
1.3463146209716796,0.01476137537059971,0.04505534172058105,0.004415021091499874,1.0,1.0,1.0,200,5,7,0.1,0.4,0.6,-541380864.0,-2475373824.0,-578652160.0,-950567385.6,762833300.2414774,35,1.0,1.0,1.0,200,5,7,0.1,0.4,0.6,-545281024.0,-612149056.0
1.5304964065551758,0.04128037809825285,0.0419736385345459,0.008337072358586623,0.8,0.1,10.0,200,1,7,0.01,0.5,0.8,-878391744.0,-2903554560.0,-911089216.0,-1309195571.2,797488116.2196397,48,0.8,0.1,10.0,200,1,7,0.01,0.5,0.8,-905031168.0,-947911168.0
42.03731365203858,0.6954679102861449,0.14503889083862304,0.004576969692687307,0.7,1.0,0.0,850,5,15,0.01,0.5,0.6,-503186688.0,-2479394304.0,-509779424.0,-905252531.2,787124769.7448443,8,0.7,1.0,0.0,850,5,15,0.01,0.5,0.6,-504851488.0,-529050752.0
30.440532684326172,0.9781391361124522,0.1295198917388916,0.004383808821815957,0.8,0.0,0.1,900,10,16,0.1,0.2,0.7,-564352192.0,-2480361984.0,-538609536.0,-941647936.0,769531899.6346316,28,0.8,0.0,0.1,900,10,16,0.1,0.2,0.7,-541318784.0,-583597184.0
37.894961738586424,3.268354746045306,0.131697416305542,0.006261086694485427,0.7,1.0,10.0,600,1,14,0.05,0.1,0.7,-546600960.0,-2518598144.0,-533313280.0,-946977664.0,786038593.4119912,31,0.7,1.0,10.0,600,1,14,0.05,0.1,0.7,-546864000.0,-589511936.0
3.512264108657837,0.022191420458886592,0.054895782470703126,0.002197424904361674,1.0,0.1,1.0,250,5,9,0.01,0.2,0.8,-684679488.0,-2693778176.0,-719084992.0,-1105965683.2,794282961.5209991,47,1.0,0.1,1.0,250,5,9,0.01,0.2,0.8,-683004992.0,-749280768.0
7.7571971893310545,0.21022418652298644,0.07467265129089355,0.004862800805444506,0.9,0.0,0.1,850,5,9,0.05,0.3,0.6,-517683584.0,-2416673280.0,-524599648.0,-897951808.0,759453296.3169546,2,0.9,0.0,0.1,850,5,9,0.05,0.3,0.6,-497428480.0,-533374048.0
18.617988348007202,1.0043702672872692,0.08796896934509277,0.007216227170144127,0.6,10.0,0.1,450,1,14,0.05,0.0,0.6,-507756512.0,-2466005760.0,-518094592.0,-907571136.0,779287475.3271679,9,0.6,10.0,0.1,450,1,14,0.05,0.0,0.6,-509002464.0,-536996352.0
3.736920213699341,0.0592952476787218,0.06898212432861328,0.005586000626592389,0.8,1.0,0.1,550,10,8,0.05,0.5,0.6,-507319200.0,-2433361920.0,-521735552.0,-901705561.6,765902123.6867887,4,0.8,1.0,0.1,550,10,8,0.05,0.5,0.6,-509097248.0,-537013888.0
9.55588493347168,0.37229423769375286,0.07882657051086425,0.007401133543203229,0.6,0.1,0.02,600,5,11,0.1,0.5,0.6,-574510208.0,-2468831232.0,-574622208.0,-960720268.8,754156000.5791957,37,0.6,0.1,0.02,600,5,11,0.1,0.5,0.6,-578243968.0,-607393728.0
1.7696918487548827,0.01391001827418567,0.048650693893432614,0.0036664555986224896,0.7,1.0,1.0,350,1,6,0.07,0.5,0.6,-542917376.0,-2473466368.0,-556029760.0,-947442995.2,763557573.8792334,32,0.7,1.0,1.0,350,1,6,0.07,0.5,0.6,-543693440.0,-621108032.0
4.486628675460816,0.08708720136440098,0.06398696899414062,0.002517612463874758,0.6,0.0,0.1,500,10,10,0.1,0.3,0.6,-549044672.0,-2468196352.0,-571985536.0,-946074995.2,761121284.2470758,30,0.6,0.0,0.1,500,10,10,0.1,0.3,0.6,-563612224.0,-577536192.0
14.286017656326294,0.4207574039685344,0.06622881889343261,0.0035602410902235595,0.8,0.0,10.0,200,5,16,0.05,0.3,0.7,-552940096.0,-2484313856.0,-534011104.0,-929552889.6,777427098.5340965,23,0.8,0.0,10.0,200,5,16,0.05,0.3,0.7,-529420032.0,-547079360.0
4.0833429336547855,0.04460091296308477,0.05751237869262695,0.0020002615885609852,1.0,0.1,0.0,400,10,10,0.1,0.2,0.8,-543644736.0,-2455875840.0,-544116480.0,-925896774.4,765147161.5239139,19,1.0,0.1,0.0,400,10,10,0.1,0.2,0.8,-518378144.0,-567468672.0
4.810035514831543,0.04526490167678573,0.06689386367797852,0.003227407599992054,0.8,0.0,0.1,850,10,8,0.05,0.0,0.7,-511671520.0,-2437618944.0,-512455456.0,-896692620.8,770501390.8539134,1,0.8,0.0,0.1,850,10,8,0.05,0.0,0.7,-498759200.0,-522957984.0
13.159619569778442,0.7936233764540771,0.08433055877685547,0.0022554883286325256,1.0,0.1,0.02,700,10,13,0.1,0.5,0.8,-549697408.0,-2503745792.0,-545580992.0,-941965171.2,780981034.6303368,29,1.0,0.1,0.02,700,10,13,0.1,0.5,0.8,-537515328.0,-573286336.0
4.255975437164307,0.024858618255704488,0.06629734039306641,0.0010586526711565982,1.0,0.1,0.0,850,5,7,0.1,0.1,0.8,-540224256.0,-2436483072.0,-528235104.0,-920528953.6,758057251.8128082,16,1.0,0.1,0.0,850,5,7,0.1,0.1,0.8,-536158336.0,-561544000.0
1.697162914276123,0.009669382288500537,0.04507441520690918,0.0031766237392751875,1.0,1.0,0.1,100,10,10,0.05,0.0,0.6,-562494528.0,-2529654016.0,-590672640.0,-964160345.6,782853729.8716326,38,1.0,1.0,0.1,100,10,10,0.05,0.0,0.6,-555168000.0,-582812544.0
35.808304977416995,1.2850272892739811,0.13038029670715331,0.0047153510613176025,1.0,1.0,0.1,750,10,15,0.01,0.2,0.7,-513528064.0,-2496526336.0,-523851424.0,-912510656.0,792058837.0229533,11,1.0,1.0,0.1,750,10,15,0.01,0.2,0.7,-501448064.0,-527199392.0
18.015597105026245,0.3847672362133708,0.08245339393615722,0.005984698010351536,0.8,0.0,10.0,350,5,13,0.01,0.4,0.7,-555204288.0,-2545982208.0,-553871936.0,-953824716.8,796217369.327856,36,0.8,0.0,10.0,350,5,13,0.01,0.4,0.7,-533617408.0,-580447744.0
4.870407629013061,0.1314864636163814,0.055257558822631836,0.0029276815477038516,0.6,10.0,1.0,400,5,11,0.07,0.2,0.8,-501480960.0,-2461997312.0,-510524000.0,-902579302.4,779801633.5359244,6,0.6,10.0,1.0,400,5,11,0.07,0.2,0.8,-503625760.0,-535268480.0
38.89518585205078,0.9310009768895962,0.14244551658630372,0.003696433393692582,0.7,1.0,10.0,850,1,13,0.01,0.5,0.7,-519932256.0,-2529808384.0,-515935904.0,-926595193.6,801684939.2098662,20,0.7,1.0,10.0,850,1,13,0.01,0.5,0.7,-519991840.0,-547307584.0
13.61580548286438,0.19106669751462296,0.0658113956451416,0.008599108338824197,0.9,0.1,10.0,150,10,15,0.01,0.4,0.7,-1014646016.0,-3040689920.0,-1018085376.0,-1437684915.2,801856120.9789733,49,0.9,0.1,10.0,150,10,15,0.01,0.4,0.7,-1033660416.0,-1081342848.0
20.567655944824217,0.12160751863844523,0.08631906509399415,0.005088884832100663,0.9,10.0,1.0,450,10,15,0.01,0.2,0.6,-569414336.0,-2604722944.0,-576069184.0,-981357913.6,811721556.1753422,40,0.9,10.0,1.0,450,10,15,0.01,0.2,0.6,-566803456.0,-589779648.0
70.10565514564514,3.549520940372158,0.1930021286010742,0.05406912872756214,0.7,0.1,0.1,500,1,15,0.01,0.5,0.7,-560987264.0,-2522698752.0,-529530944.0,-947687603.2,787676126.548262,33,0.7,0.1,0.1,500,1,15,0.01,0.5,0.7,-546066176.0,-579154880.0
5.013188314437866,0.12243414364696849,0.05411648750305176,0.005977390113071858,1.0,0.0,0.1,100,1,12,0.1,0.4,0.7,-602207488.0,-2533170688.0,-599458496.0,-999317299.2,767442205.8165334,44,1.0,0.0,0.1,100,1,12,0.1,0.4,0.7,-669917376.0,-591832448.0
1.4296380996704101,0.0335507711122701,0.04426412582397461,0.006867975239564888,0.7,0.1,0.0,100,1,9,0.1,0.4,0.7,-624995136.0,-2546534144.0,-581677760.0,-997561395.2,775418924.1976895,43,0.7,0.1,0.0,100,1,9,0.1,0.4,0.7,-562101952.0,-672497984.0
3.4018288135528563,0.2584106400761238,0.11312956809997558,0.12326692783919152,1.0,0.0,1.0,200,10,11,0.05,0.2,0.8,-542199040.0,-2482858240.0,-536106144.0,-925565657.6,778695733.047954,18,1.0,0.0,1.0,200,10,11,0.05,0.2,0.8,-520437600.0,-546227264.0
39.095030546188354,1.045043882046138,0.13377203941345214,0.006320560312669158,1.0,10.0,0.1,900,10,16,0.01,0.2,0.8,-515068736.0,-2493291776.0,-522793536.0,-912738963.2,790377383.7599181,12,1.0,10.0,0.1,900,10,16,0.01,0.2,0.8,-496762240.0,-535778528.0
31.703166484832764,0.866515973737183,0.11971626281738282,0.007524465974555503,0.8,10.0,0.1,750,10,16,0.01,0.2,0.8,-509180192.0,-2523432448.0,-517594720.0,-915963776.0,803766478.8207378,14,0.8,10.0,0.1,750,10,16,0.01,0.2,0.8,-504295424.0,-525316096.0
1.0419108867645264,0.024039403974365676,0.04305520057678223,0.007241780825985958,0.9,1.0,0.0,150,10,6,0.1,0.5,0.7,-572717504.0,-2530380032.0,-606889600.0,-971355328.0,779696240.4751922,39,0.9,1.0,0.0,150,10,6,0.1,0.5,0.7,-556358208.0,-590431296.0
16.54728021621704,0.0805000854340997,0.07992916107177735,0.00454648662084561,1.0,0.1,10.0,300,5,13,0.01,0.0,0.7,-591966208.0,-2596685824.0,-590048384.0,-991641446.4,802685540.3644347,42,1.0,0.1,10.0,300,5,13,0.01,0.0,0.7,-564183360.0,-615323456.0
4.131988620758056,0.041497736092280614,0.06715216636657714,0.007748326884382648,0.9,0.1,0.1,850,5,7,0.05,0.0,0.6,-498934464.0,-2438308608.0,-513164672.0,-899945164.8,769319195.6631026,3,0.9,0.1,0.1,850,5,7,0.05,0.0,0.6,-507195392.0,-542122688.0
18.84808268547058,1.0830766199366662,0.08117585182189942,0.007237702676807121,0.6,0.1,1.0,300,1,14,0.07,0.1,0.7,-662840640.0,-2529087232.0,-592825984.0,-1005448025.6,762393655.7632797,45,0.6,0.1,1.0,300,1,14,0.07,0.1,0.7,-590580160.0,-651906112.0
2.800324249267578,0.06500476037373183,0.056740188598632814,0.0050080928529214665,0.9,0.0,10.0,400,5,8,0.07,0.5,0.7,-524113664.0,-2440235776.0,-515199104.0,-904962150.4,767684790.672224,7,0.9,0.0,10.0,400,5,8,0.07,0.5,0.7,-509987456.0,-535274752.0
4.71509051322937,0.06360747745384121,0.066265869140625,0.0024052292615598533,0.9,0.0,0.02,650,1,8,0.05,0.2,0.8,-530328896.0,-2493889536.0,-574102336.0,-940073651.2,777436573.0356016,26,0.9,0.0,0.02,650,1,8,0.05,0.2,0.8,-511344448.0,-590703040.0
22.025883054733278,0.610147454305321,0.10916447639465332,0.004097108377338805,0.9,10.0,0.1,750,1,12,0.07,0.0,0.8,-507498464.0,-2517189120.0,-559703296.0,-932649331.2,792563638.2095896,24,0.9,10.0,0.1,750,1,12,0.07,0.0,0.8,-517851872.0,-561003904.0
6.291412734985352,0.06848028106382292,0.06436758041381836,0.004214369465953229,0.9,10.0,0.0,650,1,9,0.01,0.5,0.8,-568738880.0,-2586496768.0,-581074560.0,-986414489.6,800445909.506433,41,0.9,10.0,0.0,650,1,9,0.01,0.5,0.8,-561582080.0,-634180160.0
20.764136171340944,0.23211486523064723,0.0865262508392334,0.005962311614117538,0.6,10.0,10.0,350,5,16,0.01,0.5,0.7,-641838912.0,-2690440448.0,-615701056.0,-1050036864.0,820312919.0493164,46,0.6,10.0,10.0,350,5,16,0.01,0.5,0.7,-645134656.0,-657069248.0
7.342773914337158,0.1523096970807256,0.062421226501464845,0.006756392260380604,0.9,0.1,0.02,450,5,11,0.1,0.1,0.7,-545940288.0,-2457821440.0,-534763200.0,-939134438.4,759713963.1379371,25,0.9,0.1,0.02,450,5,11,0.1,0.1,0.7,-553172928.0,-603974336.0
21.581463527679443,1.1645957692689544,0.09174022674560547,0.007161625136273267,1.0,10.0,10.0,500,5,16,0.05,0.5,0.8,-527218784.0,-2487967488.0,-540773056.0,-919233721.6,784424154.1371768,15,1.0,10.0,10.0,500,5,16,0.05,0.5,0.8,-511038112.0,-529171168.0
3.2203011989593504,0.04438192742112381,0.06260604858398437,0.005732957159040349,1.0,0.1,10.0,800,5,6,0.1,0.4,0.7,-521801824.0,-2433327104.0,-549658048.0,-927049248.0,753488918.6316035,21,1.0,0.1,10.0,800,5,6,0.1,0.4,0.7,-538977856.0,-591481408.0
8.73101191520691,0.20657392480909903,0.06257939338684082,0.0012342683589970178,0.6,10.0,0.0,300,5,15,0.05,0.1,0.7,-490163200.0,-2475302912.0,-507994592.0,-902162988.8,786675272.4072791,5,0.6,10.0,0.0,300,5,15,0.05,0.1,0.7,-506732896.0,-530621344.0
17.766534519195556,0.6975162368177259,0.09905834197998047,0.0056145707449648825,0.9,1.0,0.0,800,10,14,0.07,0.3,0.7,-524674336.0,-2446455808.0,-520482368.0,-913354521.6,766715754.279343,13,0.9,1.0,0.0,800,10,14,0.07,0.3,0.7,-514864864.0,-560295232.0
21.06777677536011,0.9725928838721778,0.0842968463897705,0.006633532210673808,0.8,10.0,10.0,350,1,15,0.05,0.4,0.8,-519708896.0,-2511904512.0,-535082368.0,-927415033.6,792404249.289734,22,0.8,10.0,10.0,350,1,15,0.05,0.4,0.8,-511898944.0,-558480448.0
3.0157028675079345,0.030214203331185602,0.047272014617919925,0.00494848784896217,0.7,10.0,0.02,100,5,12,0.01,0.1,0.6,-2012680704.0,-4125644032.0,-1971062912.0,-2497693312.0,818882030.2220837,50,0.7,10.0,0.02,100,5,12,0.01,0.1,0.6,-2197315840.0,-2181763072.0
5.194251918792725,0.031642672048421715,0.060911130905151364,0.003440453767152938,0.8,0.0,0.0,550,10,9,0.01,0.3,0.8,-555808064.0,-2537173760.0,-555910144.0,-950390969.6,793466267.9001261,34,0.8,0.0,0.0,550,10,9,0.01,0.3,0.8,-534570784.0,-568492096.0
